0 verbose cli /usr/bin/node /tmp/claude-1000/-home-akis-Desktop-pi-lens/***/scratchpad/wt-knip/.probe-home/npm-cache/_npx/531a256430e91eb0/node_modules/.bin/npm
1 info using npm@11.18.0
2 info using node@v22.22.1
3 silly config load:file:/tmp/claude-1000/-home-akis-Desktop-pi-lens/***/scratchpad/wt-knip/.probe-home/npm-cache/_npx/531a256430e91eb0/node_modules/npm/npmrc
4 silly config load:file:/tmp/pi-lens-lockfile-complete-hw37Xu/tree/.npmrc
5 silly config load:file:/home/akis/.npmrc
6 silly config load:file:/etc/npmrc
7 verbose title npm install
8 verbose argv "install" "--ignore-scripts" "--no-audit" "--no-fund"
682 silly tarball no local data for fast-wrap-ansi@https://registry.npmjs.org/fast-wrap-ansi/-/fast-wrap-ansi-0.2.2.tgz. Extracting by manifest.
683 silly tarball no local data for fdir@https://registry.npmjs.org/fdir/-/fdir-6.5.0.tgz. Extracting by manifest.
684 silly tarball no local data for fd-package-json@https://registry.npmjs.org/fd-package-json/-/fd-package-json-2.0.0.tgz. Extracting by manifest.
685 silly tarball no local data for fast-uri@https://registry.npmjs.org/fast-uri/-/fast-uri-3.1.7.tgz. Extracting by manifest.
686 silly tarball no local data for fast-string-width@https://registry.npmjs.org/fast-string-width/-/fast-string-width-3.0.2.tgz. Extracting by manifest.
687 silly tarball no local data for fast-string-truncated-width@https://registry.npmjs.org/fast-string-truncated-width/-/fast-string-truncated-width-3.0.3.tgz. Extracting by manifest.
688 silly tarball no local data for fast-deep-equal@https://registry.npmjs.org/fast-deep-equal/-/fast-deep-equal-3.1.3.tgz. Extracting by manifest.
689 silly tarball no local data for expect-type@https://registry.npmjs.org/expect-type/-/expect-type-1.4.0.tgz. Extracting by manifest.
690 silly tarball no local data for execa@https://registry.npmjs.org/execa/-/execa-9.6.1.tgz. Extracting by manifest.
691 silly tarball no local data for escalade@https://registry.npmjs.org/escalade/-/escalade-3.2.0.tgz. Extracting by manifest.
692 silly tarball no local data for estree-walker@https://registry.npmjs.org/estree-walker/-/estree-walker-3.0.3.tgz. Extracting by manifest.
693 silly tarball no local data for es-module-lexer@https://registry.npmjs.org/es-module-lexer/-/es-module-lexer-2.3.2.tgz. Extracting by manifest.
694 silly tarball no local data for es-object-atoms@https://registry.npmjs.org/es-object-atoms/-/es-object-atoms-1.1.2.tgz. Extracting by manifest.
695 silly tarball no local data for es-errors@https://registry.npmjs.org/es-errors/-/es-errors-1.3.0.tgz. Extracting by manifest.
696 silly tarball no local data for enhanced-resolve@https://registry.npmjs.org/enhanced-resolve/-/enhanced-resolve-5.24.5.tgz. Extracting by manifest.
697 silly tarball no local data for es-define-property@https://registry.npmjs.org/es-define-property/-/es-define-property-1.0.1.tgz. Extracting by manifest.
698 silly tarball no local data for electron-to-chromium@https://registry.npmjs.org/electron-to-chromium/-/electron-to-chromium-1.5.423.tgz. Extracting by manifest.
699 silly tarball no local data for empathic@https://registry.npmjs.org/empathic/-/empathic-2.0.1.tgz. Extracting by manifest.
700 silly tarball no local data for emoji-regex@https://registry.npmjs.org/emoji-regex/-/emoji-regex-10.6.0.tgz. Extracting by manifest.
701 silly tarball no local data for dunder-proto@https://registry.npmjs.org/dunder-proto/-/dunder-proto-1.0.1.tgz. Extracting by manifest.
702 silly tarball no local data for detect-libc@https://registry.npmjs.org/detect-libc/-/detect-libc-2.1.2.tgz. Extracting by manifest.
703 silly tarball no local data for des.js@https://registry.npmjs.org/des.js/-/des.js-1.1.0.tgz. Extracting by manifest.
704 silly tarball no local data for dependency-cruiser@https://registry.npmjs.org/dependency-cruiser/-/dependency-cruiser-18.2.0.tgz. Extracting by manifest.
705 silly tarball no local data for diff-match-patch@https://registry.npmjs.org/diff-match-patch/-/diff-match-patch-1.0.5.tgz. Extracting by manifest.
706 silly tarball no local data for cross-spawn@https://registry.npmjs.org/cross-spawn/-/cross-spawn-7.0.6.tgz. Extracting by manifest.
707 silly tarball no local data for convert-source-map@https://registry.npmjs.org/convert-source-map/-/convert-source-map-2.0.0.tgz. Extracting by manifest.
708 silly tarball no local data for commander@https://registry.npmjs.org/commander/-/commander-15.0.0.tgz. Extracting by manifest.
709 silly tarball no local data for color-name@https://registry.npmjs.org/color-name/-/color-name-1.1.4.tgz. Extracting by manifest.
710 silly tarball no local data for color-convert@https://registry.npmjs.org/color-convert/-/color-convert-2.0.1.tgz. Extracting by manifest.
711 silly tarball no local data for chardet@https://registry.npmjs.org/chardet/-/chardet-2.2.0.tgz. Extracting by manifest.
712 silly tarball no local data for cli-width@https://registry.npmjs.org/cli-width/-/cli-width-4.1.0.tgz. Extracting by manifest.
713 silly tarball no local data for chalk@https://registry.npmjs.org/chalk/-/chalk-4.1.2.tgz. Extracting by manifest.
714 silly tarball no local data for chai@https://registry.npmjs.org/chai/-/chai-6.2.2.tgz. Extracting by manifest.
715 silly tarball no local data for caniuse-lite@https://registry.npmjs.org/caniuse-lite/-/caniuse-lite-1.0.30001810.tgz. Extracting by manifest.
716 silly tarball no local data for call-bind-apply-helpers@https://registry.npmjs.org/call-bind-apply-helpers/-/call-bind-apply-helpers-1.0.2.tgz. Extracting by manifest.
717 silly tarball no local data for browserslist@https://registry.npmjs.org/browserslist/-/browserslist-4.28.9.tgz. Extracting by manifest.
718 silly tarball no local data for brace-expansion@https://registry.npmjs.org/brace-expansion/-/brace-expansion-5.0.9.tgz. Extracting by manifest.
719 silly tarball no local data for call-bound@https://registry.npmjs.org/call-bound/-/call-bound-1.0.4.tgz. Extracting by manifest.
720 silly tarball no local data for baseline-browser-mapping@https://registry.npmjs.org/baseline-browser-mapping/-/baseline-browser-mapping-2.11.21.tgz. Extracting by manifest.
721 silly tarball no local data for balanced-match@https://registry.npmjs.org/balanced-match/-/balanced-match-4.0.4.tgz. Extracting by manifest.
722 silly tarball no local data for argparse@https://registry.npmjs.org/argparse/-/argparse-2.0.1.tgz. Extracting by manifest.
723 silly tarball no local data for assertion-error@https://registry.npmjs.org/assertion-error/-/assertion-error-2.0.1.tgz. Extracting by manifest.
724 silly tarball no local data for ast-v8-to-istanbul@https://registry.npmjs.org/ast-v8-to-istanbul/-/ast-v8-to-istanbul-1.0.6.tgz. Extracting by manifest.
725 silly tarball no local data for angular-html-parser@https://registry.npmjs.org/angular-html-parser/-/angular-html-parser-10.11.0.tgz. Extracting by manifest.
726 silly tarball no local data for ansi-styles@https://registry.npmjs.org/ansi-styles/-/ansi-styles-4.3.0.tgz. Extracting by manifest.
727 silly tarball no local data for ajv@https://registry.npmjs.org/ajv/-/ajv-8.20.0.tgz. Extracting by manifest.
728 silly tarball no local data for acorn-walk@https://registry.npmjs.org/acorn-walk/-/acorn-walk-8.3.5.tgz. Extracting by manifest.
729 silly tarball no local data for acorn-loose@https://registry.npmjs.org/acorn-loose/-/acorn-loose-8.5.2.tgz. Extracting by manifest.
730 silly tarball no local data for acorn-jsx@https://registry.npmjs.org/acorn-jsx/-/acorn-jsx-5.3.2.tgz. Extracting by manifest.
731 silly tarball no local data for acorn@https://registry.npmjs.org/acorn/-/acorn-8.18.0.tgz. Extracting by manifest.
732 silly tarball no local data for @vitest/spy@https://registry.npmjs.org/@vitest/spy/-/spy-5.0.0.tgz. Extracting by manifest.
733 silly tarball no local data for @vitest/mocker@https://registry.npmjs.org/@vitest/mocker/-/mocker-5.0.0.tgz. Extracting by manifest.
734 silly tarball no local data for acorn-jsx-walk@https://registry.npmjs.org/acorn-jsx-walk/-/acorn-jsx-walk-2.0.0.tgz. Extracting by manifest.
735 silly tarball no local data for @vitest/istanbul-lib-coverage@https://registry.npmjs.org/@vitest/istanbul-lib-coverage/-/istanbul-lib-coverage-1.0.1.tgz. Extracting by manifest.
736 silly tarball no local data for @vitest/istanbul-lib-report@https://registry.npmjs.org/@vitest/istanbul-lib-report/-/istanbul-lib-report-1.0.1.tgz. Extracting by manifest.
737 silly tarball no local data for @vitest/coverage-v8@https://registry.npmjs.org/@vitest/coverage-v8/-/coverage-v8-5.0.0.tgz. Extracting by manifest.
738 silly tarball no local data for @types/semver@https://registry.npmjs.org/@types/semver/-/semver-7.8.0.tgz. Extracting by manifest.
739 silly tarball no local data for @typescript/typescript-linux-x64@https://registry.npmjs.org/@typescript/typescript-linux-x64/-/typescript-linux-x64-7.0.2.tgz. Extracting by manifest.
740 silly tarball no local data for @types/pidusage@https://registry.npmjs.org/@types/pidusage/-/pidusage-2.0.5.tgz. Extracting by manifest.
741 silly tarball no local data for @types/jsesc@https://registry.npmjs.org/@types/jsesc/-/jsesc-2.5.1.tgz. Extracting by manifest.
742 silly tarball no local data for @types/node@https://registry.npmjs.org/@types/node/-/node-26.4.1.tgz. Extracting by manifest.
743 silly tarball no local data for @types/estree@https://registry.npmjs.org/@types/estree/-/estree-1.0.9.tgz. Extracting by manifest.
744 silly tarball no local data for @types/gensync@https://registry.npmjs.org/@types/gensync/-/gensync-1.0.5.tgz. Extracting by manifest.
745 silly tarball no local data for @types/chai@https://registry.npmjs.org/@types/chai/-/chai-5.2.3.tgz. Extracting by manifest.
746 silly tarball no local data for @types/deep-eql@https://registry.npmjs.org/@types/deep-eql/-/deep-eql-4.0.2.tgz. Extracting by manifest.
747 silly tarball no local data for @taplo/cli@https://registry.npmjs.org/@taplo/cli/-/cli-0.7.0.tgz. Extracting by manifest.
748 silly tarball no local data for @stryker-mutator/instrumenter@https://registry.npmjs.org/@stryker-mutator/instrumenter/-/instrumenter-10.0.0.tgz. Extracting by manifest.
749 silly tarball no local data for @stryker-mutator/core@https://registry.npmjs.org/@stryker-mutator/core/-/core-10.0.0.tgz. Extracting by manifest.
750 silly tarball no local data for @stryker-mutator/api@https://registry.npmjs.org/@stryker-mutator/api/-/api-10.0.0.tgz. Extracting by manifest.
751 silly tarball no local data for @stryker-mutator/util@https://registry.npmjs.org/@stryker-mutator/util/-/util-10.0.0.tgz. Extracting by manifest.
752 silly tarball no local data for @sindresorhus/merge-streams@https://registry.npmjs.org/@sindresorhus/merge-streams/-/merge-streams-4.0.0.tgz. Extracting by manifest.
753 silly tarball no local data for @rolldown/binding-linux-x64-musl@https://registry.npmjs.org/@rolldown/binding-linux-x64-musl/-/binding-linux-x64-musl-1.2.8.tgz. Extracting by manifest.
754 silly tarball no local data for @rolldown/pluginutils@https://registry.npmjs.org/@rolldown/pluginutils/-/pluginutils-1.0.1.tgz. Extracting by manifest.
755 silly tarball no local data for @rolldown/binding-linux-x64-gnu@https://registry.npmjs.org/@rolldown/binding-linux-x64-gnu/-/binding-linux-x64-gnu-1.2.8.tgz. Extracting by manifest.
756 silly tarball no local data for @sec-ant/readable-stream@https://registry.npmjs.org/@sec-ant/readable-stream/-/readable-stream-0.4.1.tgz. Extracting by manifest.
757 silly tarball no local data for @publint/pack@https://registry.npmjs.org/@publint/pack/-/pack-0.1.7.tgz. Extracting by manifest.
758 silly tarball no local data for @oxlint-tsgolint/linux-x64@https://registry.npmjs.org/@oxlint-tsgolint/linux-x64/-/linux-x64-7.0.2001.tgz. Extracting by manifest.
759 silly tarball no local data for @oxlint/binding-linux-x64-gnu@https://registry.npmjs.org/@oxlint/binding-linux-x64-gnu/-/binding-linux-x64-gnu-1.81.0.tgz. Extracting by manifest.
760 silly tarball no local data for @oxfmt/binding-linux-x64-musl@https://registry.npmjs.org/@oxfmt/binding-linux-x64-musl/-/binding-linux-x64-musl-0.66.0.tgz. Extracting by manifest.
761 silly tarball no local data for @oxlint/binding-linux-x64-musl@https://registry.npmjs.org/@oxlint/binding-linux-x64-musl/-/binding-linux-x64-musl-1.81.0.tgz. Extracting by manifest.
762 silly tarball no local data for @oxfmt/binding-linux-x64-gnu@https://registry.npmjs.org/@oxfmt/binding-linux-x64-gnu/-/binding-linux-x64-gnu-0.66.0.tgz. Extracting by manifest.
763 silly tarball no local data for @oxc-project/types@https://registry.npmjs.org/@oxc-project/types/-/types-0.149.0.tgz. Extracting by manifest.
764 silly tarball no local data for @oxc-resolver/binding-linux-x64-musl@https://registry.npmjs.org/@oxc-resolver/binding-linux-x64-musl/-/binding-linux-x64-musl-11.24.2.tgz. Extracting by manifest.
765 silly tarball no local data for @jridgewell/trace-mapping@https://registry.npmjs.org/@jridgewell/trace-mapping/-/trace-mapping-0.3.31.tgz. Extracting by manifest.
766 silly tarball no local data for @oxc-resolver/binding-linux-x64-gnu@https://registry.npmjs.org/@oxc-resolver/binding-linux-x64-gnu/-/binding-linux-x64-gnu-11.24.2.tgz. Extracting by manifest.
767 silly tarball no local data for @jridgewell/sourcemap-codec@https://registry.npmjs.org/@jridgewell/sourcemap-codec/-/sourcemap-codec-1.5.5.tgz. Extracting by manifest.
768 silly tarball no local data for @jridgewell/resolve-uri@https://registry.npmjs.org/@jridgewell/resolve-uri/-/resolve-uri-3.1.2.tgz. Extracting by manifest.
769 silly tarball no local data for @oxc-parser/binding-linux-x64-musl@https://registry.npmjs.org/@oxc-parser/binding-linux-x64-musl/-/binding-linux-x64-musl-0.147.0.tgz. Extracting by manifest.
770 silly tarball no local data for @jridgewell/gen-mapping@https://registry.npmjs.org/@jridgewell/gen-mapping/-/gen-mapping-0.3.13.tgz. Extracting by manifest.
771 silly tarball no local data for @inquirer/type@https://registry.npmjs.org/@inquirer/type/-/type-4.1.1.tgz. Extracting by manifest.
772 silly tarball no local data for @oxc-parser/binding-linux-x64-gnu@https://registry.npmjs.org/@oxc-parser/binding-linux-x64-gnu/-/binding-linux-x64-gnu-0.147.0.tgz. Extracting by manifest.
773 silly tarball no local data for @inquirer/select@https://registry.npmjs.org/@inquirer/select/-/select-5.2.5.tgz. Extracting by manifest.
774 silly tarball no local data for @inquirer/search@https://registry.npmjs.org/@inquirer/search/-/search-4.3.3.tgz. Extracting by manifest.
775 silly tarball no local data for @inquirer/rawlist@https://registry.npmjs.org/@inquirer/rawlist/-/rawlist-5.3.5.tgz. Extracting by manifest.
776 silly tarball no local data for @inquirer/prompts@https://registry.npmjs.org/@inquirer/prompts/-/prompts-8.7.2.tgz. Extracting by manifest.
777 silly tarball no local data for @inquirer/password@https://registry.npmjs.org/@inquirer/password/-/password-5.2.2.tgz. Extracting by manifest.
778 silly tarball no local data for @inquirer/number@https://registry.npmjs.org/@inquirer/number/-/number-4.2.3.tgz. Extracting by manifest.
779 silly tarball no local data for @inquirer/figures@https://registry.npmjs.org/@inquirer/figures/-/figures-2.0.9.tgz. Extracting by manifest.
780 silly tarball no local data for @inquirer/input@https://registry.npmjs.org/@inquirer/input/-/input-5.1.6.tgz. Extracting by manifest.
781 silly tarball no local data for @inquirer/external-editor@https://registry.npmjs.org/@inquirer/external-editor/-/external-editor-3.0.5.tgz. Extracting by manifest.
782 silly tarball no local data for @inquirer/expand@https://registry.npmjs.org/@inquirer/expand/-/expand-5.1.5.tgz. Extracting by manifest.
783 silly tarball no local data for @inquirer/core@https://registry.npmjs.org/@inquirer/core/-/core-12.0.3.tgz. Extracting by manifest.
784 silly tarball no local data for @inquirer/checkbox@https://registry.npmjs.org/@inquirer/checkbox/-/checkbox-5.2.5.tgz. Extracting by manifest.
785 silly tarball no local data for @inquirer/ansi@https://registry.npmjs.org/@inquirer/ansi/-/ansi-2.0.8.tgz. Extracting by manifest.
786 silly tarball no local data for @inquirer/confirm@https://registry.npmjs.org/@inquirer/confirm/-/confirm-6.3.2.tgz. Extracting by manifest.
787 silly tarball no local data for @inquirer/editor@https://registry.npmjs.org/@inquirer/editor/-/editor-5.3.3.tgz. Extracting by manifest.
788 silly tarball no local data for @biomejs/cli-linux-x64@https://registry.npmjs.org/@biomejs/cli-linux-x64/-/cli-linux-x64-2.5.12.tgz. Extracting by manifest.
789 silly tarball no local data for @earendil-works/pi-tui@https://registry.npmjs.org/@earendil-works/pi-tui/-/pi-tui-0.85.1.tgz. Extracting by manifest.
790 silly tarball no local data for @babel/types@https://registry.npmjs.org/@babel/types/-/types-7.29.8.tgz. Extracting by manifest.
